Status,Genus,Species,Body,Brain
Extant,Nanger,granti,10.6090572530946,5.00172908462526
Extant,Antilope,cervicapra,10.268130666124,4.70772677431318
Extant,Antidorcas,marsupialis,10.5055605686967,4.90527477843843
Extant,Litocranius,walleri,10.5903651200825,4.76643833358421
Extant,Ourebia,ourebi,9.58994051388929,4.06560209335645
Extant,Capreolus,capreolus,9.76835487854463,4.52936847257181
Extant,Hydropotes,inermis,9.64212278840172,3.91860132078827
Extant,Odocoileus,hemionus,10.9851232169971,5.24333305821528
Extant,Odocoileus,virginianus,10.5966347330961,5.07517381523383
Extant,Pudu,puda,9.17394813491031,4.14313472639153
Extant,Rangifer,tarandus,11.574584845357,5.70044357339069
Extant,Alces,alces,12.5141454076297,6.00758392898787
Extant,Muntiacus,reevesi,9.5104405199722,4.2509208692642
Extant,Muntiacus,muntjak,9.71715797434464,4.82430571590476
Extant,Axis,porcinus,10.3089526606443,4.95582705760126
Extant,Axis,axis,11.3901926995879,5.3890717298165
Extant,Cervus,elaphus,11.6967209350202,5.93806377038087
Extant,Cervus,nippon,9.90847509404717,5.06259503302697
Extant,Rusa,unicolor,11.9953516142145,5.87211778947542
Extant,Dama,dama,10.5239296226254,5.41387570718231
Extant,Antilocapra,americana,10.7525695347168,4.8331022540341
Extant,Giraffa,camelopardalis,13.6267684333674,6.51958966795203
Extant,Moschiola,meminna,7.63588342843733,2.83085763036376
Extant,Tragulus,javanicus,7.61923341622681,2.76000994003292
Extant,Tragulus,napu,7.85941315469358,2.91235066461494
Extant,Hyemoschus,aquaticus,9.28730141311231,3.22684399451738
Extant,Delphinapterus,leucas,13.3629538423223,7.64156444126097
Extant,Monodon,monoceros,14.2718778839996,8.00536706731666
Extant,Phocoenoides,dalli,11.6262541502772,6.76503897678054
Extant,Phocoena,spinipinnis,11.1278789708701,6.3919171133926
Extant,Phocoena,phocoena,10.864751650053,6.16751649088834
Extant,Neophocaena,phocaenoides,10.3859137017804,6.14846829591765
Extant,Lagenorhynchus,obliquidens,11.4075649493124,7.03878354138854
Extant,Lagenorhynchus,obscurus,10.9763220984063,6.78682981105326
Extant,Cephalorhynchus,heavisidii,11.1704351560235,6.63725803128446
Extant,Lagenorhynchus,acutus,11.6952470217642,7.09007683577609
Extant,Orcinus,orca,14.532862427221,8.63355299253243
Extant,Sotalia,fluviatilis,10.6501755000241,6.53378883793334
Extant,Tursiops,truncatus,12.0137007528827,7.33302301438648
Extant,Stenella,coeruleoalba,10.9384498141278,6.7093043402583
Extant,Stenella,clymene,11.3621025752356,6.50128967054039
Extant,Delphinus,delphis,10.8589989975636,6.63987583382654
Extant,Stenella,longirostris,11.1004357419251,6.49223983502047
Extant,Globicephala,melas,13.8747224175961,7.89095671613892
Extant,Grampus,griseus,12.8992198260901,7.84424071814181
Extant,Pseudorca,crassidens,13.2693969045647,8.16394095475501
Extant,Steno,bredanensis,11.7266722042115,7.34077070117731
Extant,Lagenorhynchus,albirostris,11.1198828768606,7.02642680869964
Fossil,Kentriodon,pernix,9.77941131868236,5.53398219841592
Extant,Lipotes,vexillifer,12.1007121298723,6.32435896238131
Extant,Inia,geoffrensis,11.0413205543575,6.41345895716736
Extant,Pontoporia,blainvillei,10.4602421081905,5.39362754635236
Extant,Mesoplodon,mirus,13.741864017796,7.76429600645052
Extant,Mesoplodon,europaeus,13.5035357929434,7.67275789664251
Extant,Mesoplodon,densirostris,13.5502420803494,7.28824440102012
Extant,Ziphius,cavirostris,14.6366111028347,7.60290046220476
Extant,Platanista,gangetica,10.9852927228879,5.68697535633982
Fossil,Xiphiacetus,bossi,11.7200973463076,6.85572487120378
Fossil,Schizodelphis,longirostris,11.4049643484572,6.16657264938364
Fossil,Eurhinodelphis,bossi,10.7158833609141,6.70435307857694
Fossil,Eurhinodelphis,cristatus,11.8619718855734,6.71119279989784
Extant,Physeter,macrocephalus,17.4289388305302,8.9641840463529
Fossil,Aulophyseter,morricei,13.9108207377686,7.82404601165629
Extant,Kogia,breviceps,12.6280670555895,6.91968384984741
Extant,Kogia,sima,12.0346910287746,6.43294009273918
Fossil,Orycterocetus,crocodilinus,12.9541089726451,7.69115441351911
Fossil,Argyrocetus,,11.1844213979982,6.47697236288968
Fossil,Squaloziphius,emlongi,12.0088617912422,6.56088921317691
Fossil,Squalodon,calvertensis,11.9489479057487,6.43607023695386
Fossil,Patriocetus,,12.1934331019837,6.78897174299217
Fossil,Agorophiidae,,13.2958543928135,7.15367741718569
Fossil,Simocetus,rayi,11.4538960077021,6.27400844170364
Fossil,Xenorophus,,11.4809114411374,6.75855897262001
Extant,Balaenoptera,musculus,17.7454520638948,8.19863945529737
Extant,Balaenoptera,borealis,16.8112428315183,8.49699048409872
Extant,Balaenoptera,physalus,17.3187057075806,8.86945862775014
Extant,Megaptera,novaeangliae,17.4870233304558,8.77012852753818
Extant,Eschrichtius,robustus,17.2167079396264,8.37023955066005
Fossil,Zygorhiza,kochii,14.5284603658204,6.68561122800101
Fossil,Basilosaurus,cetoides,15.5802413544619,7.74958105191345
Fossil,Basilosaurus,isis,15.6842310686371,7.83201418090229
Fossil,Dorudon,atrox,14.6219864229384,7.11322353780207
Fossil,Dalanistes,ahmedi,13.5278284845792,5.99146454635798
Extant,Hippopotamus,amphibius,14.2556991021308,6.47850964220857
Extant,Babyrousa,babyrussa,11.2644641056717,4.84418708645859
Extant,Potamochoerus,porcus,11.7752897294377,5.04728861174429
Extant,Phacochoerus,aethiopicus,10.9903645849858,4.92725368515721
Extant,Sus,scrofa,11.6699292137799,5.23750522715128
Extant,Pecari,tajacu,9.0395520509959,4.18965474202643
Extant,Camelus,dromedarius,13.4136113843476,6.24997524225948
Extant,Lama,guanicoe,11.0020998412042,5.29981624267177
Extant,Vicugna,vicugna,10.7410596996989,5.29781724150635
Fossil,Miniochoerus,gracilis,8.48714627006394,3.40119738166216
Extant,Furipterus,horrens,1.23256026117785,-2.04022082852655
Extant,Noctilio,leporinus,4.06044301054642,0.165514438477573
Extant,Noctilio,albiventris,3.48737507790321,-0.510825623765991
Extant,Mormoops,megalophylla,2.75366071235426,-0.941608539858445
Extant,Pteronotus,davyi,2.36085400111802,-1.17118298150295
Extant,Pteronotus,gymnonotus,2.61006979274201,-1.07880966137193
Extant,Pteronotus,personatus,2.09186406167839,-1.46967597005894
Extant,Pteronotus,parnellii,3.00568260440716,-0.616186139423817
Extant,Micronycteris,megalotis,1.87180217690159,-1.30933331998376
Extant,Micronycteris,minuta,1.93152141160321,-1.23787435600162
Extant,Micronycteris,schmidtorum,2.05412373369555,-1.17118298150295
Extant,Lampronycteris,brachyotis,2.68784749378469,-0.891598119283784
Extant,Desmodus,rotundus,3.5918177412708,0
Extant,Diaemus,youngi,3.54385368206368,-0.0202027073175195
Extant,Diphylla,ecaudata,3.4307561839037,-0.22314355131421
Extant,Anoura,caudifer,2.36085400111802,-0.891598119283784
Extant,Anoura,geoffroyi,2.77258872223978,-0.527632742082372
Extant,Choeroniscus,minor,2.26176309847379,-0.941608539858445
Extant,Monophyllus,plethodon,2.70805020110221,-0.798507696217772
Extant,Leptonycteris,curasoae,3.19867311755068,-0.49429632181478
Extant,Leptonycteris,nivalis,3.1267605359604,-0.527632742082372
Extant,Glossophaga,longirostris,2.42480272571829,-0.82098055206983
Extant,Glossophaga,soricina,2.29253475714054,-0.941608539858445
Extant,Brachyphylla,cavernarum,3.79548918917219,0.182321556793955
Extant,Lonchorhina,aurita,2.89037175789616,-0.967584026261706
Extant,Lionycteris,spurrelli,2.02154756326093,-1.04982212449868
Extant,Lonchophylla,thomasi,1.93152141160321,-1.07880966137193
Extant,Uroderma,bilobatum,2.78501124223834,-0.49429632181478
Extant,Platyrrhinus,lineatus,3.11794990627824,-0.301105092783922
Extant,Platyrrhinus,helleri,2.62466859216316,-0.653926467406664
Extant,Platyrrhinus,brachycephalus,2.55722731136763,-0.544727175441672
Extant,Platyrrhinus,infuscus,3.91601502669768,0.104360015324243
Extant,Vampyrodes,caraccioli,3.68135118769314,-0.0512932943875506
Extant,Platyrrhinus,vittatus,3.60004824040732,0.165514438477573
Extant,Chiroderma,villosum,3.21084365317094,-0.342490308946776
Extant,Chiroderma,trinitatum,2.61739583283408,-0.616186139423817
Extant,Chiroderma,salvini,3.26193531432865,-0.210721031315653
Extant,Mesophylla,macconnelli,2.01490302054226,-1.07880966137193
Extant,Vampyressa,pusilla,2.15176220325946,-0.967584026261706
Extant,Enchisthenes,hartii,2.77881927199042,-0.673344553263766
Extant,Ametrida,centurio,2.35137525716348,-1.23787435600162
Extant,Sphaeronycteris,toxophyllum,2.91235066461494,-0.653926467406664
Extant,Artibeus,jamaicensis,3.71357206670431,0.0198026272961797
Extant,Artibeus,lituratus,4.02535169073515,0.207014169384326
Extant,Artibeus,concolor,2.96527306606928,-0.462035459596559
Extant,Artibeus,phaeotis,2.46809953147162,-0.798507696217772
Extant,Artibeus,toltecus,2.8094026953625,-0.616186139423817
Extant,Artibeus,glaucus,2.50143595173921,-0.7339691750802
Extant,Artibeus,cinereus,2.53369681395743,-0.755022584278033
Extant,Sturnira,tildae,3.19458313229916,-0.356674943938732
Extant,Sturnira,lilium,3.00568260440716,-0.478035800943
Extant,Sturnira,ludovici,3.25424296870549,-0.385662480811985
Extant,Rhinophylla,pumilio,2.18605127673809,-1.02165124753198
Extant,Carollia,castanea,2.57261223020711,-0.798507696217772
Extant,Carollia,perspicillata,2.87919845729804,-0.59783700075562
Extant,Macrophyllum,macrophyllum,2.15176220325946,-1.13943428318836
Extant,Trachops,cirrhosus,3.60821155104648,0
Extant,Tonatia,bidens,3.38099467434464,-0.23572233352107
Extant,Phyllostomus,discolor,3.60004824040732,0.0861776962410524
Extant,Phyllostomus,hastatus,4.50092016461429,0.418710334858185
Extant,Phyllostomus,elongatus,3.80443779474821,-0.116533816255952
Extant,Mimon,crenulatum,2.46809953147162,-1.10866262452161
Extant,Phylloderma,stenops,3.8308129500026,0.29266961396282
Extant,Lophostoma,silvicolum,3.47506723022861,-0.27443684570176
Extant,Lophostoma,schulzi,3.05870707271538,-0.673344553263766
Extant,Vampyrum,spectrum,5.15329159449778,0.951657875711446
Extant,Thyroptera,tricolor,1.50407739677627,-1.46967597005894
Extant,Rhynchonycteris,naso,1.33500106673234,-2.12026353620009
Extant,Saccopteryx,canescens,1.22377543162212,-2.04022082852655
Extant,Saccopteryx,leptura,1.62924053973028,-1.83258146374831
Extant,Saccopteryx,bilineata,2.05412373369555,-1.46967597005894
Extant,Peropteryx,macrotis,1.75785791755237,-1.83258146374831
Extant,Cormura,brevirostris,2.10413415427021,-1.51412773262978
Extant,Cyttarops,alecto,1.66770682055808,-1.71479842809193
Extant,Emballonura,monticola,1.66770682055808,-1.77195684193188
Extant,Emballonura,raffrayana,1.77495235091167,-1.77195684193188
Extant,Emballonura,semicaudata,1.94591014905531,-1.71479842809193
Extant,Mosia,nigrescens,1.30833281965018,-2.12026353620009
Extant,Taphozous,longimanus,3.14415227867226,-0.755022584278033
Extant,Taphozous,melanopogon,3.12236492448736,-0.616186139423817
Extant,Taphozous,australis,3.17805383034795,-0.653926467406664
Extant,Taphozous,theobaldi,3.68386691229039,-0.385662480811985
Extant,Saccolaimus,saccolaimus,3.76120011569356,-0.400477566597125
Extant,Nycteris,thebaica,2.18605127673809,-1.13943428318836
Extant,Nycteris,macrotis,2.67414864942653,-0.941608539858445
Extant,Nycteris,grandis,3.39450839351136,-0.342490308946776
Extant,Nycteris,hispida,2.05412373369555,-1.27296567581289
Extant,Nycteris,javanica,2.91235066461494,-0.755022584278033
Extant,Nycteris,tragata,2.66722820658195,-0.776528789498996
Extant,Scotophilus,kuhlii,3.01553490085017,-1.07880966137193
Extant,Scotophilus,heathii,3.44998754583159,-0.7339691750802
Extant,Scotophilus,dinganii,3.1904763503465,-0.82098055206983
Extant,Scotophilus,nigrita,4.61808641125464,0.048790164169432
Extant,Rhogeessa,tumida,1.62924053973028,-2.20727491318972
Extant,Rhogeessa,parvula,1.50407739677627,-2.20727491318972
Extant,Lasiurus,borealis,2.05412373369555,-1.77195684193188
Extant,Pipistrellus,subflavus,1.66770682055808,-2.04022082852655
Extant,Arielulus,circumdatus,2.34180580614733,-1.46967597005894
Extant,Lasionycteris,noctivagans,1.64480505627139,-1.83258146374831
Extant,Hesperoptenus,blanfordi,1.98787434815435,-1.83258146374831
Extant,Ia,io,3.9759363311718,-0.27443684570176
Extant,Scotomanes,ornatus,3.08190996979504,-0.967584026261706
Extant,Eptesicus,brasiliensis,2.21920348405499,-1.6094379124341
Extant,Eptesicus,fuscus,2.61006979274201,-1.42711635564015
Extant,Eptesicus,serotinus,3.03974915897077,-1.07880966137193
Extant,Glischropus,tylopus,1.58923520511658,-2.30258509299405
Extant,Pipistrellus,tenuis,1.3609765531356,-2.40794560865187
Extant,Pipistrellus,coromandra,1.52605630349505,-2.20727491318972
Extant,Pipistrellus,javanicus,1.50407739677627,-2.12026353620009
Extant,Pipistrellus,kuhlii,1.84054963339749,-1.77195684193188
Extant,Nyctalus,noctula,3.29583686600433,-1.02165124753198
Extant,Nyctophilus,timoriensis,2.3887627892351,-1.38629436111989
Extant,Pipistrellus,flavescens,2.35137525716348,-1.66073120682165
Extant,Pipistrellus,imbricatus,1.84054963339749,-1.96611285637283
Extant,Pipistrellus,nanus,1.3609765531356,-2.30258509299405
Extant,Chalinolobus,gouldii,2.45958884180371,-1.42711635564015
Extant,Chalinolobus,morio,2.11625551480255,-1.71479842809193
Extant,Scotorepens,sanborni,2.2082744135228,-1.83258146374831
Extant,Tylonycteris,robustula,1.97408102602201,-2.12026353620009
Extant,Tylonycteris,pachypus,1.56861591791385,-2.52572864430826
Extant,Nycticeius,humeralis,1.70474809223843,-1.96611285637283
Extant,Myotis,albescens,1.38629436111989,-2.04022082852655
Extant,Myotis,nigricans,1.52605630349505,-1.96611285637283
Extant,Myotis,velifer,2.18605127673809,-1.6094379124341
Extant,Myotis,yumanensis,1.52605630349505,-2.04022082852655
Extant,Myotis,riparius,2.07317192866624,-1.77195684193188
Extant,Myotis,lucifugus,2.06686275947298,-1.77195684193188
Extant,Myotis,fortidens,1.45861502269952,-2.04022082852655
Extant,Myotis,myotis,3.24259235148552,-0.713349887877465
Extant,Myotis,nattereri,2.01490302054226,-1.51412773262978
Extant,Myotis,bocagii,1.94591014905531,-1.66073120682165
Extant,Myotis,tricolor,2.61006979274201,-1.34707364796661
Extant,Myotis,hasseltii,2.01490302054226,-1.66073120682165
Extant,Myotis,horsfieldii,1.84054963339749,-1.6094379124341
Extant,Myotis,siligorensis,1.24126858906963,-2.30258509299405
Extant,Myotis,adversus,2.41591377830105,-1.38629436111989
Extant,Myotis,daubentonii,2.14006616349627,-1.46967597005894
Extant,Myotis,bechsteinii,2.30258509299405,-1.30933331998376
Extant,Myotis,muricola,1.56861591791385,-2.12026353620009
Extant,Myotis,annectans,2.28238238567653,-1.51412773262978
Extant,Myotis,montivagus,2.11625551480255,-1.77195684193188
Extant,Myotis,mystacinus,1.65822807660353,-1.89711998488588
Extant,Myotis,altarium,2.39789527279837,-1.42711635564015
Extant,Myotis,dasycneme,2.70805020110221,-1.17118298150295
Extant,Harpiocephalus,harpia,2.60268968544438,-0.82098055206983
Extant,Murina,huttoni,2.17475172148416,-1.34707364796661
Extant,Murina,cyclotis,1.96009478404727,-1.38629436111989
Extant,Murina,tubinaris,1.69561560867515,-1.51412773262978
Extant,Kerivoula,papillosa,2.31253542384721,-1.17118298150295
Extant,Kerivoula,pellucida,1.41098697371026,-1.6094379124341
Extant,Phoniscus,atrox,1.43508452528932,-1.66073120682165
Extant,Miniopterus,magnater,2.70805020110221,-1.13943428318836
Extant,Miniopterus,schreibersii,2.66025953726586,-1.17118298150295
Extant,Miniopterus,tristis,2.74727091425549,-1.10866262452161
Extant,Miniopterus,inflatus,2.70136121295141,-1.10866262452161
Extant,Miniopterus,pusillus,2.15176220325946,-1.51412773262978
Extant,Mormopterus,jugularis,2.4423470353692,-1.51412773262978
Extant,Mormopterus,beccarii,2.65324196460721,-1.46967597005894
Extant,Otomops,martiensseni,3.72569342723665,-0.27443684570176
Extant,Eumops,glaucinus,3.59731226058845,-0.430782916092454
Extant,Eumops,auripendulus,3.52046080248897,-0.49429632181478
Extant,Eumops,perotis,3.8607297110406,-0.22314355131421
Extant,Molossus,sinaloae,2.95491027903374,-0.82098055206983
Extant,Molossus,molossus,2.61739583283408,-1.13943428318836
Extant,Cynomops,abrasus,3.5055573969864,-0.867500567704723
Extant,Cheiromeles,torquatus,5.11799381241676,0.307484699747961
Extant,Tadarida,pumila,2.33214389523559,-1.42711635564015
Extant,Tadarida,condylura,3.30321697330195,-0.776528789498996
Extant,Tadarida,aegyptiaca,2.87356463957978,-0.941608539858445
Extant,Natalus,tumidirostris,1.93152141160321,-1.38629436111989
Extant,Notopteris,macdonaldi,4.25561270981822,0.378436435720245
Extant,Nyctimene,vizcaccia,3.56671182013973,-0.0100503358535015
Extant,Nyctimene,robinsoni,3.85227300102237,0.207014169384326
Extant,Paranyctimene,raptor,3.26193531432865,-0.3147107448397
Extant,Melonycteris,melanops,3.85651029549789,0.254642218373581
Extant,Melonycteris,woodfordi,3.56671182013973,0.0198026272961797
Extant,Pteropus,tonganus,6.07764224334903,1.80500469597808
Extant,Pteropus,conspicillatus,6.62007320653036,2.12226153886276
Extant,Pteropus,alecto,6.38856140554563,1.95160817016995
Extant,Pteropus,hypomelanus,5.96614673912369,1.66770682055808
Extant,Pteropus,neohibernicus,6.73340189183736,2.20937271127187
Extant,Pteropus,temminckii,5.52146091786225,1.58719230348678
Extant,Pteropus,samoensis,5.73657229747919,1.7561322915849
Extant,Pteropus,vampyrus,6.92165818415113,2.21046980408624
Extant,Pteropus,lylei,5.74939298590825,1.81319474994812
Extant,Pteropus,giganteus,6.3578422665081,2.0515563381903
Extant,Pteropus,rufus,5.88887795833288,1.93152141160321
Extant,Pteropus,poliocephalus,6.54391184556479,1.97823903617067
Extant,Pteropus,scapulatus,5.92692602597041,1.67896397508271
Extant,Eidolon,helvum,5.5683445037611,1.45628673293993
Extant,Dobsonia,moluccensis,6.14203740558736,1.6752256529721
Extant,Dobsonia,inermis,5.00394630594546,0.993251773010283
Extant,Dobsonia,praedatrix,5.21493575760899,1.10856261952128
Extant,Syconycteris,australis,2.68784749378469,-0.562118918153541
Extant,Macroglossus,minimus,2.68102152871429,-0.579818495252942
Extant,Macroglossus,sobrinus,3.08190996979504,-0.371063681390832
Extant,Cynopterus,brachyotis,3.5234150143864,-0.0202027073175195
Extant,Cynopterus,sphinx,3.94545778151438,0.182321556793955
Extant,Cynopterus,horsfieldii,4.08260930600368,0.314810739840034
Extant,Megaerops,ecaudatus,3.17805383034795,-0.22314355131421
Extant,Megaerops,niphanae,3.48431228837266,-0.0408219945202552
Extant,Balionycteris,maculata,2.66722820658195,-0.673344553263766
Extant,Penthetor,lucasi,3.55534806148941,-0.0202027073175195
Extant,Chironax,melanocephalus,2.87356463957978,-0.49429632181478
Extant,Sphaerias,blanfordi,3.38439026334577,-0.186329578191493
Extant,Rousettus,amplexicaudatus,4.01457959375324,0.300104592450338
Extant,Rousettus,aegyptiacus,4.91265488573605,0.824175442966349
Extant,Megaloglossus,woermanni,2.88480071284671,-0.385662480811985
Extant,Myonycteris,torquata,3.5945687746427,0.148420005118273
Extant,Lissonycteris,angolensis,4.43438186500781,0.570979546585738
Extant,Hypsignathus,monstrosus,5.73657229747919,1.24703229378638
Extant,Epomophorus,wahlbergi,4.30541553230204,0.593326845277734
Extant,Micropteropus,pusillus,3.22286784613774,-0.186329578191493
Extant,Epomops,franqueti,4.78749174278205,0.792992515529661
Extant,Eonycteris,spelaea,4.07243972683405,0.27002713721306
Extant,Scotonycteris,zenkeri,3.05870707271538,-0.342490308946776
Extant,Casinycteris,argynnis,3.29583686600433,-0.174353387144778
Extant,Triaenops,persicus,2.61739583283408,-1.30933331998376
Extant,Rhinonicteris,aurantia,2.15176220325946,-1.38629436111989
Extant,Hipposideros,speoris,2.4423470353692,-1.27296567581289
Extant,Hipposideros,halophyllus,1.38629436111989,-1.89711998488588
Extant,Hipposideros,fulvus,1.94591014905531,-1.42711635564015
Extant,Hipposideros,ridleyi,2.26176309847379,-1.30933331998376
Extant,Hipposideros,ater,1.93152141160321,-1.56064774826467
Extant,Hipposideros,calcaratus,2.42921774392741,-0.994252273343867
Extant,Hipposideros,ruber,1.98787434815435,-1.30933331998376
Extant,Hipposideros,caffer,2.39789527279837,-1.17118298150295
Extant,Hipposideros,galeritus,2.34180580614733,-1.27296567581289
Extant,Hipposideros,cervinus,1.98787434815435,-1.56064774826467
Extant,Hipposideros,diadema,3.75653810258775,-0.342490308946776
Extant,Hipposideros,larvatus,3.02042488614436,-0.891598119283784
Extant,Hipposideros,armiger,4.02535169073515,-0.22314355131421
Extant,Hipposideros,turpis,3.54961738678043,-0.510825623765991
Extant,Hipposideros,commersoni,4.62399194022868,-0.287682072451781
Extant,Asellia,tridens,2.54944517092557,-1.42711635564015
Extant,Aselliscus,stoliczkanus,1.58923520511658,-1.89711998488588
Extant,Aselliscus,tricuspidatus,1.48160454092422,-2.04022082852655
Extant,Rhinolophus,hipposideros,1.52605630349505,-1.89711998488588
Extant,Rhinolophus,pearsonii,2.63188884013665,-1.10866262452161
Extant,Rhinolophus,thomasi,2.19722457733622,-1.46967597005894
Extant,Rhinolophus,acuminatus,2.4932054526027,-1.20397280432594
Extant,Rhinolophus,malayanus,1.85629799036563,-1.6094379124341
Extant,Rhinolophus,megaphyllus,2.28238238567653,-1.34707364796661
Extant,Rhinolophus,pusillus,1.54756250871601,-1.83258146374831
Extant,Rhinolophus,lepidus,1.79175946922805,-1.66073120682165
Extant,Rhinolophus,macrotis,1.84054963339749,-1.56064774826467
Extant,Rhinolophus,stheno,1.94591014905531,-1.42711635564015
Extant,Rhinolophus,affinis,2.61739583283408,-1.02165124753198
Extant,Rhinolophus,landeri,2.27212588550934,-1.27296567581289
Extant,Rhinolophus,mehelyi,2.27212588550934,-1.17118298150295
Extant,Rhinolophus,capensis,2.54944517092557,-1.34707364796661
Extant,Rhinolophus,eloquens,2.94968833505258,-0.916290731874155
Extant,Rhinolophus,hildebrandti,3.37073817417745,-0.462035459596559
Extant,Rhinolophus,clivosus,3.00071981506503,-1.42711635564015
Extant,Cardioderma,cor,3.25809653802148,-0.400477566597125
Extant,Macroderma,gigas,4.78582368568135,0.53062825106217
Extant,Megaderma,lyra,3.65325227647079,-0.0943106794712413
Extant,Megaderma,spasma,3.11794990627824,-0.446287102628419
Extant,Rhinopoma,hardwickii,2.55722731136763,-1.27296567581289
Extant,Rhinopoma,microphyllum,3.38099467434464,-0.941608539858445
Fossil,Archaeonycteris,,3.14931136148229,-0.693147180559945
Fossil,Icaronycteris,,2.56725439113675,-1.10866262452161
Fossil,Paleochiropteryx,,2.41680623708407,-1.20397280432594
Fossil,Hassianycteris,,3.96518455354238,-0.127833371509885
Extant,Atelerix,algirus,6.67203294546107,1.16315080980568
Extant,Erinaceus,europaeus,6.75693238924755,1.20896034583698
Extant,Hemiechinus,auritus,5.52146091786225,0.641853886172395
Extant,Echinosorex,gymnura,6.71295620067707,1.72988406550997
Extant,Hylomys,suillus,4.04305126783455,0.113328685307003
Extant,Cryptotis,parva,2.2512917986065,-1.46967597005894
Extant,Blarina,brevicauda,2.90142159408275,-0.994252273343867
Extant,Sorex,trowbridgii,1.50185270175416,-1.56064774826467
Extant,Sorex,fumeus,2.12823170584927,-1.46967597005894
Extant,Sorex,ornatus,1.60743590976343,-2.12026353620009
Extant,Sorex,vagrans,1.62924053973028,-1.77195684193188
Extant,Sorex,palustris,2.41591377830105,-1.17118298150295
Extant,Sorex,pacificus,2.32238772029023,-1.23787435600162
Extant,Sorex,cinereus,1.43508452528932,-1.83258146374831
Extant,Sorex,longirostris,1.1314021114911,-2.30258509299405
Extant,Sorex,alpinus,2.33214389523559,-1.38629436111989
Extant,Sorex,araneus,2.33214389523559,-1.6094379124341
Extant,Sorex,minutus,1.66770682055808,-2.20727491318972
Extant,Notiosorex,crawfordi,1.56861591791385,-1.89711998488588
Extant,Neomys,anomalus,2.24283508858827,-1.30933331998376
Extant,Neomys,fodiens,2.72129542785223,-1.13943428318836
Extant,Anourosorex,squamipes,2.99573227355399,-0.994252273343867
Extant,Myosorex,blarina,2.83321334405622,-1.07880966137193
Extant,Scutisorex,somereni,4.07584109065754,-0.510825623765991
Extant,Sylvisorex,granti,1.35583515363518,-1.83258146374831
Extant,Suncus,megalura,1.71379792775834,-1.71479842809193
Extant,Ruwenzorisorex,suncoides,2.90142159408275,-1.04982212449868
Extant,Sylvisorex,lunaris,2.91777073208428,-1.07880966137193
Extant,Suncus,etruscus,0.727548607277278,-2.81341071676004
Extant,Crocidura,suaveolens,2.33214389523559,-1.71479842809193
Extant,Crocidura,attenuata,2.23001440015921,-1.6094379124341
Extant,Crocidura,hildegardeae,2.2082744135228,-1.6094379124341
Extant,Crocidura,denti,2.33214389523559,-1.46967597005894
Extant,Crocidura,fuscomurina,1.74919985480926,-2.04022082852655
Extant,Crocidura,olivieri,3.09104245335832,-0.82098055206983
Extant,Crocidura,flavescens,3.45315712059287,-0.941608539858445
Extant,Crocidura,russula,2.39789527279837,-1.66073120682165
Extant,Suncus,murinus,3.56953269648137,-0.967584026261706
Extant,Neurotrichus,gibbsii,2.09186406167839,-1.13943428318836
Extant,Condylura,cristata,3.72569342723665,-0.2484613592985
Extant,Galemys,pyrenaicus,4.0517849478033,0.285178942233662
Extant,Desmana,moschata,6.08677472691231,1.38629436111989
Extant,Talpa,europaea,4.33073334028633,0.0198026272961797
Extant,Scalopus,aquaticus,4.74493212836325,0.22314355131421
Extant,Scapanus,townsendii,4.94875989037817,0.357674444271816
Extant,Parascalops,breweri,3.98527346716774,-0.174353387144778
Extant,Solenodon,marcanoi,6.80239476332431,1.54115907168081
Fossil,Nesophontes,micrus,4.58792229257854,-0.00451015547788602
Extant,Lepilemur,dorsalis,6.76849321164863,1.90210752639692
Extant,Lepilemur,leucopus,6.40687998606931,1.92716410623426
Extant,Lepilemur,ruficaudatus,6.69084227741856,2.11021320034659
Extant,Lepilemur,edwardsi,6.83625927727707,1.98100146886658
Extant,Lepilemur,microdon,6.87729607149743,2.27726728500976
Extant,Lepilemur,mustelinus,6.65544035036765,2.25758772706331
Extant,Phaner,furcifer,5.78996017089725,1.90954250488444
Extant,Microcebus,murinus,4.17438726989564,0.488580014818671
Extant,Microcebus,rufus,3.76120011569356,0.542324290825362
Extant,Mirza,coquereli,5.74300318780948,1.75785791755237
Extant,Cheirogaleus,major,5.99146454710798,1.75958057086382
Extant,Cheirogaleus,medius,4.9416424226093,0.955511445027436
Extant,Indri,indri,8.75384509275524,3.54990470182335
Extant,Avahi,occidentalis,6.68586094706836,2.07317192866624
Extant,Avahi,laniger,7.09589322109753,2.28848616861454
Extant,Propithecus,diadema,8.72095002893026,3.68386691229039
Extant,Propithecus,edwardsi,8.64505856241413,3.67604747529856
Extant,Propithecus,coquereli,8.22389538017882,3.40751074371875
Extant,Propithecus,deckenii,8.16961956172385,3.40618492317319
Extant,Propithecus,verreauxi,7.9912539298402,3.26614101733532
Fossil,Hadropithecus,stenognathus,10.3734911817819,4.66343909411207
Fossil,Archaeolemur,majori,9.69892038679485,4.53259949315326
Extant,Eulemur,rubriventer,7.58069975222456,3.26690379387878
Extant,Eulemur,coronatus,7.07326971745971,3.02771531940704
Extant,Eulemur,macaco,7.77904864492556,3.19908119754002
Extant,Eulemur,mongoz,7.10002716662926,3.00419635196612
Extant,Eulemur,sanfordi,7.64691257247141,3.05635689537043
Extant,Eulemur,albifrons,7.75619534394812,3.06572464537403
Extant,Eulemur,fulvus,7.73718007783463,3.24921102466427
