bc,N,kmean,clust,smean,wclust,dirname,filename,order,genus,species,interaction_type,population_type,division
51.6422162933173,16,11.125,0.78741779054279,11.1249999999375,0.148384011665603,macaca_radiata_grooming_griffin,weighted_primate_matrix_12,Primates,Macaca,radiata,grooming,free-ranging,old_world
24.1186393586157,25,14.48,0.62012335926887,14.48000000056,0.0658538713668717,macaca_tonikeana_association_griffin,weighted_primate_matrix_13,Primates,Macaca,tonkeana,physical_contact,N/A,old_world
12.7731351585169,18,10.7777777777778,0.657805157805158,41.3333333333333,0.0787398569846236,macaque_association_weighted,macaques_pugagonzalez_1,Primates,Macaca,mulatta,grooming,semi-ranging,old_world
23.5339689395424,21,9.23809523809524,0.544792905507191,22.2655428571429,0.0881939786102746,macaque_association_weighted,macaques_pugagonzalez_10,Primates,Macaca,arctoides,grooming,captive,old_world
4.79258716635174,20,8.6,0.612026307026307,20.3463,0.0726447601681991,macaque_association_weighted,macaques_pugagonzalez_11,Primates,Macaca,radiata,grooming,free ranging,old_world
3.08251053144781,8,7,1,26.97,0.0230799350227058,macaque_association_weighted,macaques_pugagonzalez_12,Primates,Macaca,sylvanus,grooming,free ranging,old_world
-48.3517068851652,12,9,0.825270562770563,20.1666666666667,0.177748087917924,macaque_association_weighted,macaques_pugagonzalez_13,Primates,Macaca,tonkeana,grooming,captive,old_world
-5.34333828183335,6,5,1,18,0.40225576111629,macaque_association_weighted,macaques_pugagonzalez_14,Primates,Macaca,tonkeana,grooming,captive,old_world
15.8467837672262,7,5.14285714285714,0.914285714285714,208,0.124594679175803,macaque_association_weighted,macaques_pugagonzalez_2,Primates,Macaca,fuscata,grooming,free ranging,old_world
10.1042994101135,9,7.55555555555556,0.939153439153439,163.111111111111,0.0470214701715055,macaque_association_weighted,macaques_pugagonzalez_3,Primates,Macaca,fuscata,grooming,free ranging,old_world
-14.0241807283519,11,9.81818181818182,0.981818181818182,52.7272727272727,0.282186327776686,macaque_association_weighted,macaques_pugagonzalez_4,Primates,Macaca,fuscata,spatial_proximity,free ranging,old_world
-75.9520885841723,8,5.75,0.894047619047619,233.75,0.256492705388008,macaque_association_weighted,macaques_pugagonzalez_5,Primates,Macaca,fuscata,grooming,free ranging,old_world
31.5616041803161,9,7.33333333333333,0.900793650793651,21.9450686642222,0.0797910228147293,macaque_association_weighted,macaques_pugagonzalez_6,Primates,Macaca,fuscata,grooming,free ranging,old_world
2.58328297082752,14,4,0.222108843537415,5.65428571428571,0.0128729799099174,macaque_association_weighted,macaques_pugagonzalez_7,Primates,Macaca,fascicularis,grooming,captive,old_world
1.78081990995851,7,3.71428571428571,0.476190476190476,6.12,0.0298081899874131,macaque_association_weighted,macaques_pugagonzalez_8,Primates,Macaca,fascicularis,grooming,captive,old_world
-30.394975737875,13,11.3846153846154,0.94996114996115,3.23606837615385,0.117725206141779,macaque_association_weighted,macaques_pugagonzalez_9,Primates,Macaca,assamensis,overall_mix,free ranging,old_world
,13,2.46153846153846,0,,0,macaque_sexual_unweighted,macaque_overduindevries_sexual_network_attribute,Primates,Macaca,fascicularis,FE_mating,captive,old_world
8.29031304885354,16,2.5,0,4.625,0,mandrill_sexual_weighted,mandrill_wickings_sexual_network_attribute,Primates,Mandrillus,sphinx,FE_mating,captive,old_world
,12,5.83333333333333,0.780663780663781,,,mouse_association_unweighted,mouse_so_chasing_network_attribute,Rodentia,Mus,musculus,dominance,captive,
,12,7.83333333333333,0.77775974025974,,,mouse_association_unweighted,mouse_so_fighting_network_attribute,Rodentia,Mus,musculus,non_physical_social_interaction,captive,
,12,4,0.5,,,mouse_association_unweighted,mouse_so_grooming_network_attribute,Rodentia,Mus,musculus,non_physical_social_interaction,captive,
,12,9.5,0.871855459355459,,,mouse_association_unweighted,mouse_so_sniffing_network_attribute,Rodentia,Mus,musculus,grooming,captive observation,
5.04460813050126,19,5.78947368421053,0.463628768891927,5.78947637894737,0.0611860462885574,pan_paniscus_groominh_griffin,weighted_primate_matrix_14,Primates,Pan,paniscus,grooming,N/A,old_world
11.4156753963498,24,8.58333333333333,0.652327302327302,8.583338673,0.0826938938616591,pan_troglodytes_grooming_griffin,weighted_primate_matrix_15,Primates,Pan,troglodytes,grooming,N/A,old_world
4.88005717210021,25,7.76,0.409108114108114,7.76002296,0.0314331929832658,papio_papio_grooming_griffin,weighted_primate_matrix_16,Primates,Papio,papio,grooming,N/A,old_world
-4.44889783673804,6,2.66666666666667,0.5,41.6666666666667,0.260832257609642,possum_burrowsharing_weighted,possum_banks_burrow_sharing_before_fire_weight=freq_attribute,Diprododontia,Trichosurus,cunninghami,social_projection_bipartite,free-ranging,
1.88562785121974,23,5.47826086956522,0.493664065403196,13237.4782608696,0.00139093083556517,raccoon_proximity_weighted,weighted_raccoon_matrix_1,Carnivora,Procyon,lotor,spatial_proximity,free-ranging,
2.59915830483227,19,5.26315789473684,0.487134502923977,6957.78947368421,0.0111420141560465,raccoon_proximity_weighted,weighted_raccoon_matrix_10,Carnivora,Procyon,lotor,spatial_proximity,free-ranging,
1.40011261077358,19,4.8421052631579,0.510902255639098,26931.6842105263,0.00132997896610481,raccoon_proximity_weighted,weighted_raccoon_matrix_11,Carnivora,Procyon,lotor,spatial_proximity,free-ranging,
2.2006239141646,19,5.05263157894737,0.650083542188805,14901.5789473684,0.00359610957126795,raccoon_proximity_weighted,weighted_raccoon_matrix_12,Carnivora,Procyon,lotor,spatial_proximity,free-ranging,
3.81764984141591,19,6,0.68604085972507,14902.3157894737,0.00608009123970874,raccoon_proximity_weighted,weighted_raccoon_matrix_13,Carnivora,Procyon,lotor,spatial_proximity,free-ranging,
2.3417080324631,18,6.55555555555556,0.71163620330287,31872.8888888889,0.00494918980648366,raccoon_proximity_weighted,weighted_raccoon_matrix_14,Carnivora,Procyon,lotor,spatial_proximity,free-ranging,
2.37979925869794,18,5.44444444444444,0.58668430335097,93009.5555555556,0.0050832956970744,raccoon_proximity_weighted,weighted_raccoon_matrix_15,Carnivora,Procyon,lotor,spatial_proximity,free-ranging,
2.45137673753088,17,4.94117647058824,0.540756302521008,78298.2352941177,0.0191109899134709,raccoon_proximity_weighted,weighted_raccoon_matrix_16,Carnivora,Procyon,lotor,spatial_proximity,free-ranging,
1.52925926293321,16,3.75,0.502529761904762,91302.5,0.00573025460105128,raccoon_proximity_weighted,weighted_raccoon_matrix_17,Carnivora,Procyon,lotor,spatial_proximity,free-ranging,
10.3136400086709,9,4.22222222222222,0.627513227513227,118665.111111111,0.0121101966836308,raccoon_proximity_weighted,weighted_raccoon_matrix_18,Carnivora,Procyon,lotor,spatial_proximity,free-ranging,
2.1948779712213,17,4.11764705882353,0.507282913165266,122580.352941176,0.0050840161841153,raccoon_proximity_weighted,weighted_raccoon_matrix_19,Carnivora,Procyon,lotor,spatial_proximity,free-ranging,
1.98458797118578,22,4.54545454545455,0.533766233766234,16779.1818181818,0.00182386719138276,raccoon_proximity_weighted,weighted_raccoon_matrix_2,Carnivora,Procyon,lotor,spatial_proximity,free-ranging,
2.1948779712213,17,4.11764705882353,0.507282913165266,122580.352941176,0.0050840161841153,raccoon_proximity_weighted,weighted_raccoon_matrix_20,Carnivora,Procyon,lotor,spatial_proximity,free-ranging,
2.33344399363761,14,2.85714285714286,0.497619047619048,140051.714285714,0.0134678549637181,raccoon_proximity_weighted,weighted_raccoon_matrix_21,Carnivora,Procyon,lotor,spatial_proximity,free-ranging,
